funding_total_usd,funding_rounds,years_since_founded,years_since_last_funding,domain_clean,status_failed
225081113.04000014,4,27.0,11,SaaS,0
430000.0,1,21.0,17,biotechnology,0
300000.0,1,12.0,13,big data|databases|information technology,0
3033472.0,2,17.0,13,mobile|technology|wireless,0
63016244.0,4,22.0,12,HealthTech,0
150000.0,1,17.0,17,mobile,0
3255325.0,2,29.0,14,SaaS,0
2549999.0,2,12.0,11,pharmaceuticals,0
8500000.0,2,15.0,13,analytics,0
4045500.0,3,21.0,12,SaaS,0
113701127.0,6,22.0,15,biotechnology,0
457282.0,7,18.0,17,FinTech,1
60000000.0,1,27.0,25,consumer electronics|electronics|manufacturing,1
5705841.0,3,25.0,13,SaaS,0
2000000.0,1,22.0,14,SaaS,0
13410901.0,2,27.0,14,SaaS,0
28500000.0,2,20.0,14,AI,0
225000.0,1,13.0,12,SaaS,1
25000000.0,2,19.0,14,SaaS,0
1560000.0,1,24.0,21,SaaS,0
4000000.0,1,16.0,15,HealthTech,0
2000000.0,1,14.0,12,AI,0
9280000.0,4,14.0,12,AI,0
775000.0,2,24.0,13,HealthTech,0
2000000.0,1,19.0,12,curated web|internet|legal|semantic search|seo,0
4500000.0,2,29.0,17,SaaS,0
25305000.0,4,24.0,16,SaaS,0
3020000.0,3,15.0,13,SaaS,0
138581610.0,5,25.0,13,biotechnology,0
7131124.0,3,19.0,16,credit cards|fraud detection|security,0
2000000.0,1,12.0,12,FinTech,0
13793098.0,3,24.0,14,HealthTech,0
58500000.0,2,12.0,11,HealthTech,0
30000000.0,1,19.0,14,security,0
46900000.0,1,29.0,13,HealthTech,0
752500.0,3,16.0,11,mobile,0
1999998.0,1,27.0,17,SaaS,0
4500000.0,1,18.0,16,MarTech,0
250000.0,1,15.0,15,biotechnology,0
21376001.0,6,22.0,14,HealthTech,0
24250000.0,3,23.0,15,MarTech,0
45000000.0,2,39.0,13,SaaS,0
1155000.0,2,19.0,17,HealthTech,0
3200000.0,2,18.0,15,advertising,0
2000000.0,1,14.0,14,E-Commerce,0
2000000.0,1,14.0,12,FinTech,0
4500000.0,1,19.0,11,clean technology,0
23000000.0,2,65.0,14,AI,0
2000000.0,1,12.0,11,aerospace|manufacturing|new product development,0
2800000.0,1,32.0,13,nonprofits,0
5500000.0,3,30.0,21,advertising|internet|services,0
4700000.0,1,32.0,13,homeland security|security|tracking,0
4979639.0,4,24.0,12,analytics,0
2000000.0,1,29.0,19,games,0
90000.0,2,14.0,14,analytics|career management|recruiting|social recruiting,0
35000000.0,1,22.0,19,HealthTech,0
5000000.0,1,16.0,22,HealthTech,0
10000000.0,1,79.0,19,SaaS,0
33331814.0,3,32.0,12,semiconductors,0
96244444.0,6,19.0,11,HealthTech,0
2000000.0,1,26.0,19,consulting,0
20600000.0,2,13.0,12,3d|social media|technology,0
2000000.0,1,13.0,12,real estate,1
1200000.0,1,18.0,16,biotechnology,0
150000.0,1,12.0,12,HealthTech,1
158000.0,2,13.0,12,HealthTech,0
8500000.0,2,17.0,12,SaaS,0
34072000.0,4,23.0,18,FinTech,0
5500000.0,1,18.0,11,SaaS,0
15470704.0,2,16.0,11,HealthTech,0
200000.0,1,16.0,16,SaaS,1
32000000.0,2,31.0,13,SaaS,0
3315000.0,1,26.0,18,SaaS,0
6650000.0,2,25.0,13,biotechnology,0
4000000.0,2,39.0,11,construction,0
12024769.0,3,16.0,13,biotechnology,0
650000.0,1,34.0,20,SaaS,0
760000.0,1,15.0,15,HealthTech,0
1495000.0,2,15.0,11,HealthTech,0
2000000.0,1,32.0,12,HealthTech,0
6700000.0,1,15.0,15,HealthTech,0
110640466.0,9,30.0,13,biotechnology,0
12050000.0,4,21.0,14,FinTech,0
8033458.0,1,30.0,16,AI,0
6321095.0,1,18.0,15,HealthTech,0
2000000.0,1,18.0,18,HealthTech,0
2500000.0,1,25.0,12,internet radio market,0
4277507.0,2,21.0,12,SaaS,0
2100000.0,1,28.0,21,SaaS,0
329695.0,1,15.0,14,SaaS,0
15000000.0,1,28.0,12,mobile|networking|telecommunications,0
2000000.0,1,15.0,14,semiconductors,0
25000.0,1,35.0,17,SaaS,0
195858.0,1,15.0,15,legal|outsourcing|recruiting|service providers,0
8198838.0,4,24.0,12,security,0
30500000.0,2,20.0,12,SaaS,0
1245092.0,3,20.0,12,HealthTech,0
3715000.0,2,13.0,11,consumer goods|content delivery|logistics,0
5000000.0,1,43.0,19,public relations,0
2000000.0,1,15.0,14,media|news,0
145562.0,2,16.0,13,HealthTech,0
2000000.0,1,15.0,12,SaaS,0
24980307.0,6,19.0,12,advertising,0
75000.0,1,16.0,15,FinTech,0
30000000.0,1,24.0,11,biotechnology,0
4700000.0,2,14.0,11,EdTech,0
4000000.0,1,25.0,11,EdTech,0
8700000.0,1,27.0,15,HealthTech,0
2000000.0,1,12.0,12,real estate|social media,0
150594138.0,1,50.0,14,SaaS,0
2100000.0,1,13.0,11,pharmaceuticals,0
600000.0,1,13.0,13,HealthTech,0
4880000.0,1,26.0,19,semiconductors,1
2000000.0,2,15.0,13,biotechnology,0
3638201.0,1,20.0,16,HealthTech,0
41250.0,1,13.0,12,HealthTech,0
151250000.0,6,18.0,13,biotechnology,0
5280000.0,1,27.0,21,SaaS,0
30000.0,1,17.0,17,advertising|classifieds,0
116605707.0,4,22.0,13,HealthTech,0
54300000.0,3,22.0,13,clean technology,0
13274403.0,3,16.0,12,AI,0
50000.0,1,12.0,12,FinTech,0
150000.0,1,18.0,16,SaaS,0
13600000.0,2,26.0,19,SaaS,0
100000.0,1,13.0,13,EdTech,0
5600000.0,4,16.0,11,SaaS,0
2000000.0,1,14.0,14,HealthTech,0
120000.0,1,13.0,13,self development|social network media,1
52422326.0,5,31.0,15,SaaS,0
2500000.0,1,36.0,18,SaaS,0
91100000.0,2,28.0,16,HealthTech,0
135776263.0,5,22.0,13,semiconductors,0
1250000.0,1,15.0,13,curated web|games|gamification|media|social media,0
2000000.0,1,25.0,11,internet service providers,0
2000000.0,1,23.0,20,SaaS,0
28000000.0,3,20.0,17,social media|storage|video streaming|web hosting,0
100000000.0,1,34.0,16,mobile,0
3400000.0,2,12.0,11,SaaS,0
8000000.0,1,18.0,13,consulting,0
40000000.0,1,34.0,22,biotechnology,0
18800000.0,3,13.0,11,e-commerce,0
2000000.0,1,14.0,13,networking|web hosting,0
7300000.0,1,13.0,13,AI,0
1998000.0,3,23.0,17,SaaS,0
85000000.0,1,26.0,18,SaaS,0
592000.0,1,26.0,20,SaaS,0
75000000.0,3,24.0,20,SaaS,0
20000.0,1,14.0,14,agriculture|analytics|coffee,0
2000000.0,1,14.0,13,SaaS,0
31960000.0,4,14.0,11,FinTech,0
2000000.0,1,99.0,23,advertising,0
976865.0,1,14.0,13,clean technology,0
7974296.0,1,28.0,13,SaaS,0
15000000.0,4,20.0,12,clean technology,0
2000000.0,1,13.0,12,manufacturing,0
808211.0,1,13.0,13,mobile|networking,0
40000.0,1,14.0,13,curated web,0
173500000.0,8,19.0,11,SaaS,0
6000000.0,1,13.0,11,real estate,0
12100000.0,3,23.0,12,SaaS,0
3000.0,1,15.0,12,pets|service providers,0
20000000.0,1,20.0,16,FinTech,0
9750000.0,1,13.0,11,EdTech,0
2000000.0,1,24.0,17,SaaS,0
11000000.0,1,24.0,22,flash storage|homeland security|storage|web hosting,0
2000000.0,1,31.0,25,MarTech,0
20292075.0,1,21.0,17,FinTech,0
215000.0,1,27.0,20,sports,0
26239014.3720485,2,29.0,11,e-commerce,0
150000.0,1,18.0,14,SaaS,0
225081113.04000014,1,18.0,11,internet service providers|networking,0
26980000.0,6,18.0,16,HealthTech,0
8000000.0,1,12.0,11,HealthTech,0
8400000.0,1,14.0,11,SaaS,0
72500000.0,5,18.0,12,SaaS,0
16000000.0,1,36.0,21,collaboration|enterprises|technology,0
10000000.0,1,22.0,23,politics,0
2000000.0,3,14.0,12,SaaS,1
116987.0,3,13.0,12,b2b|leisure|travel & tourism,0
113616859.0,8,28.0,13,SaaS,0
43600000.0,3,28.0,11,SaaS,0
2000000.0,1,21.0,18,manufacturing,0
137500.0,1,23.0,15,consulting,0
100000.0,1,11.0,11,SaaS,0
207500000.0,6,17.0,12,SaaS,0
25000000.0,1,16.0,11,telecommunications,0
3759300.0,1,23.0,20,SaaS,0
24000000.0,3,27.0,22,SaaS,0
790398.0,1,16.0,14,audio|information technology|media|messaging|video,0
7000720.0,2,26.0,12,biotechnology,0
600000.0,2,17.0,13,biotechnology,0
2000000.0,1,14.0,11,media|news,0
2000000.0,1,14.0,12,FinTech,0
100000.0,2,16.0,15,AI,0
12300000.0,2,26.0,16,biotechnology,1
242563.0,1,11.0,11,application platforms|professional services|project management,1
1000000.0,1,21.0,20,advertising,0
400000.0,1,19.0,32,advertising|business development,0
58200000.0,5,26.0,19,mobile,0
250000.0,1,17.0,17,SaaS,0
2000000.0,1,12.0,12,SaaS,0
500000.0,1,13.0,12,SaaS,0
1510005.0,1,18.0,15,SaaS,0
250000.0,1,16.0,12,FinTech,0
5000000.0,2,14.0,13,mobile,0
900000.0,1,26.0,26,AI,0
25000000.0,1,24.0,16,SaaS,0
1960315.0,2,20.0,11,SaaS,0
2310008.0,2,21.0,13,SaaS,0
22585000.0,2,22.0,15,biotechnology,0
25000.0,4,15.0,13,AI,0
950000.0,3,17.0,11,HealthTech,0
40000.0,1,17.0,13,biotechnology,0
705000.0,4,15.0,12,consulting|games|motors,0
2000000.0,1,12.0,12,SaaS,0
13360000.0,2,14.0,18,SaaS,1
1120000.0,1,20.0,18,SaaS,0
22500000.0,5,23.0,16,SaaS,0
99717506.0,11,22.0,13,biotechnology,0
35000000.0,1,42.0,13,advertising,0
1300000.0,1,16.0,12,E-Commerce,0
250000.0,2,12.0,12,advertising|mobile|real time,0
11500000.0,2,21.0,18,advertising,0
10823112.0,3,16.0,12,SaaS,0
6000000.0,1,22.0,15,semiconductors,0
2031465.0,1,14.0,12,AI,0
16400000.0,4,18.0,14,SaaS,1
5000.0,1,13.0,13,consulting,0
2000000.0,1,43.0,36,social media,0
1054991.0,1,19.0,12,cloud computing,0
20000.0,1,15.0,14,AI,0
4099999.0,1,14.0,12,FinTech,0
925000.0,3,19.0,13,biotechnology,0
1029954.0,1,14.0,11,EdTech,0
214208700.0,10,27.0,17,SaaS,0
13250001.0,2,19.0,14,FinTech,0
2750000.0,1,20.0,18,real estate,0
490000.0,3,20.0,16,mobile|mobile social,0
2000000.0,1,26.0,25,SaaS,0
680000.0,2,19.0,16,SaaS,0
5422959.0,1,41.0,17,SaaS,0
10000000.0,2,20.0,16,HealthTech,0
2000000.0,1,16.0,13,web hosting,0
185000.0,2,15.0,12,advertising|b2b|consumer internet|internet|marketplaces,0
2000000.0,1,13.0,11,SaaS,0
2200000.0,2,15.0,12,EdTech,0
3470000.0,1,37.0,16,SaaS,0
4275852.0,2,19.0,14,mobile,0
2000000.0,1,45.0,21,mobile,0
5100000.0,3,15.0,11,consumer electronics|electric vehicles|skate wear|transportation|wearables,0
28000000.0,3,26.0,22,business services|technology,0
2574004.0,2,17.0,13,MarTech,0
2000000.0,1,11.0,11,SaaS,0
6061005.0,1,17.0,13,AI,0
13590.0,1,14.0,13,SaaS,0
550000.0,2,17.0,12,HealthTech,0
150000.0,1,20.0,14,SaaS,0
2000000.0,1,26.0,16,SaaS,0
3750000.0,3,20.0,15,SaaS,0
242500.0,1,15.0,15,SaaS,0
11879704.0,4,15.0,14,telecommunications|web hosting,0
2670394.0,2,14.0,12,biotechnology,0
45400000.0,1,50.0,17,AI,1
439603.0,1,24.0,17,biotechnology,0
104000000.0,4,25.0,12,HealthTech,0
8000000.0,1,30.0,24,intellectual property|semiconductors|technology,0
1500321.0,1,28.0,16,HealthTech,0
130000.0,1,31.0,12,AI,0
3000000.0,1,17.0,13,ad targeting|advertising,0
23300000.0,4,18.0,12,SaaS,0
93000000.0,3,31.0,13,e-commerce,0
2200000.0,2,30.0,13,HealthTech,0
18100000.0,2,32.0,15,manufacturing,0
2000000.0,1,19.0,15,SaaS,0
10563501.0,3,17.0,14,SaaS,0
10000000.0,3,15.0,12,HealthTech,0
10000000.0,2,33.0,14,biotechnology|pharmaceuticals,0
2000000.0,1,15.0,15,AI,0
2000000.0,1,19.0,13,HealthTech,0
63176464.0,5,15.0,12,biotechnology,0
1000000.0,1,12.0,11,automotive,0
6400000.0,2,17.0,14,biotechnology,0
2000000.0,1,17.0,17,advertising,0
2000000.0,2,14.0,13,contact management|iphone|mobile|telephony,0
17600000.0,3,21.0,18,advertising|mobile,0
50000.0,1,16.0,16,advertising|social media advertising|video,1
7500000.0,3,17.0,13,social media,0
4549999.0,2,16.0,15,advertising,1
175000.0,2,13.0,12,AI,0
99234.0,1,13.0,12,advertising|television,0
9000000.0,1,19.0,12,games|online gaming,0
1185000.0,3,14.0,11,advertising,0
2000000.0,1,17.0,17,android|mobile,1
1600000.0,1,14.0,11,SaaS,0
6637111.0,2,15.0,12,HealthTech,0
49500000.0,3,14.0,11,cloud computing|enterprises|security,0
3007428.34801961,1,16.0,16,biotechnology,0
1038955.0,2,16.0,12,material science|mechanical solutions|nanotechnology,0
8206660.0,6,18.0,11,nanotechnology,0
250000.0,1,12.0,11,FinTech,0
82000000.0,4,26.0,17,HealthTech,0
16377078.0,5,20.0,12,biotechnology,0
2700000.0,1,19.0,14,manufacturing,0
2000000.0,1,28.0,16,SaaS,0
48500000.0,5,20.0,15,advertising|auctions|television|video,0
13200000.0,4,16.0,14,advertising,0
10000000.0,1,25.0,21,advertising,0
5954000.0,3,18.0,12,internet|mobile|semiconductors,0
107500000.0,2,18.0,12,biotechnology,0
2000000.0,1,16.0,14,MarTech,0
225081113.04000014,5,17.0,11,HealthTech,0
22999999.0,3,25.0,12,SaaS,0
4000000.0,1,19.0,16,semiconductors,0
176275000.0,7,23.0,11,SaaS,0
12400000.0,3,14.0,11,advertising|displays|mobile|video,0
7875598.0,2,17.0,14,e-commerce,0
2000000.0,1,11.0,11,sports,0
10350000.0,2,17.0,15,HealthTech,1
550000.0,1,24.0,13,SaaS,0
24020000.0,4,19.0,14,AI,0
19670000.0,2,23.0,19,mobile|security|telecommunications,0
800000.0,2,12.0,11,SaaS,0
10000000.0,1,19.0,13,SaaS,0
24845955.0,6,19.0,13,SaaS,0
30000000.0,6,27.0,13,SaaS,0
2400000.0,1,28.0,12,SaaS,0
67115160.0,5,17.0,11,advertising,0
2000000.0,1,14.0,12,HealthTech,0
7250000.0,4,18.0,12,HealthTech,0
13000000.0,1,14.0,12,analytics|big data,0
20000000.0,1,25.0,19,FinTech,0
150000.0,1,12.0,12,advertising,1
1250000.0,1,14.0,13,MarTech,0
1300000.0,1,14.0,12,assisitive technology|universities,0
2000000.0,1,20.0,15,MarTech,0
9000000.0,3,14.0,12,SaaS,0
40400000.0,4,23.0,14,advertising|auctions|publishing,0
100000.0,1,14.0,14,advertising|local|mobile|social media,1
120000000.0,2,15.0,11,biotechnology,0
6500000.0,2,15.0,13,advertising|media|technology,0
36043700.0,7,38.0,11,HealthTech,0
3500.0,1,17.0,17,advertising|facebook applications|social media|twitter applications,1
2940000.0,1,19.0,18,SaaS,0
119191000.0,7,22.0,15,advertising,0
10000000.0,3,19.0,15,advertising,0
2000000.0,1,16.0,14,networking,0
114000000.0,3,21.0,15,AI,0
2000000.0,1,15.0,12,advertising|mobile,0
733372.0,1,14.0,13,ad targeting|advertising,0
3635000.0,2,15.0,11,MarTech,0
1050284.0,2,16.0,13,SaaS,0
1800000.0,1,12.0,12,HealthTech,0
65839694.0,3,17.0,12,FinTech,0
2842048.0,1,24.0,11,biotechnology,0
4160600.0,2,14.0,13,mobile|mobility|transportation,1
6800000.0,3,12.0,11,HealthTech,0
2000000.0,1,13.0,13,MarTech,0
14350000.0,4,31.0,13,automotive,0
1170000.0,1,17.0,17,e-commerce,0
2000000.0,1,12.0,11,FinTech,0
1000000.0,1,17.0,15,advertising,0
250000.0,2,13.0,12,curated web,0
110000.0,1,16.0,16,auctions|e-commerce|internet|marketplaces|technology|trusted networks,0
2000000.0,1,16.0,12,HealthTech,0
650000.0,1,13.0,13,enterprise search|search,0
73000000.0,7,22.0,12,advertising|analytics|big data|file sharing|mobile social|social media,0
500000.0,1,15.0,13,MarTech,0
1240000.0,1,47.0,16,HealthTech,0
2729000.0,2,14.0,13,SaaS,0
1800000.0,1,13.0,13,E-Commerce,0
5000000.0,1,30.0,19,consulting,0
1500000.0,2,16.0,15,coupons|e-commerce,0
3100000.0,1,23.0,20,SaaS,0
250000.0,1,16.0,16,SaaS,0
505000.0,2,16.0,14,EdTech,0
2000000.0,1,14.0,12,advertising|analytics|mobile|real time,0
23000000.0,3,16.0,12,advertising|media|mobile|optimization,0
2000000.0,1,20.0,12,design|fashion|product development services,0
810000.0,1,17.0,16,biotechnology,0
13463445.0,3,19.0,11,SaaS,0
1015000.0,2,15.0,14,SaaS,0
1800000.0,2,13.0,12,SaaS,0
6000000.0,1,24.0,16,SaaS,0
56381909.0,7,20.0,11,semiconductors,0
2000000.0,1,16.0,15,advertising|android|ios,1
12000.0,1,17.0,16,curated web|social media,1
5500000.0,2,21.0,18,advertising,0
20118.0,1,16.0,14,advertising|media|outdoors,0
2000000.0,1,16.0,15,advertising|lead generation,0
944823.0,3,18.0,14,advertising,0
2000000.0,1,19.0,17,advertising|auctions|business services|cars|classifieds|computers|discounts|e-commerce|home & garden|local|marketplaces|property management|wholesale,0
720000.0,1,16.0,16,advertising|classifieds|e-commerce,0
5500000.0,2,24.0,12,SaaS,0
328000.0,4,15.0,12,advertising|classifieds|cloud computing|real time,0
5300000.0,2,18.0,17,advertising,0
501958.0,1,15.0,15,ad targeting|advertising|analytics|media|mobile advertising,0
470000.0,2,16.0,15,advertising,0
81874.0,1,18.0,17,advertising|all markets|audio|creative|design|image recognition|video,0
1400000.0,1,11.0,11,analytics|mobile|technology,0
300000.0,1,15.0,14,HealthTech,1
60000.0,1,12.0,11,FinTech,1
2350000.0,2,15.0,12,HealthTech,0
3500000.0,2,30.0,13,biotechnology,0
560000.0,2,15.0,11,HealthTech,0
3000000.0,1,25.0,11,HealthTech,0
2246171.0,1,27.0,17,SaaS,0
1500000.0,1,14.0,13,advertising,0
4035000.0,3,25.0,14,biotechnology,0
10000.0,1,19.0,19,classifieds|curated web|video,1
2000000.0,1,36.0,15,networking,0
6731042.0,2,19.0,13,biotechnology,0
23000000.0,1,29.0,21,biotechnology,0
2900000.0,3,21.0,19,advertising,1
2539200.0,1,17.0,14,facebook applications|games,0
2649402.0,2,15.0,13,biotechnology,0
1500000.0,1,13.0,13,advertising|mobile,0
27000000.0,2,20.0,19,advertising,0
2200000.0,2,14.0,12,ad targeting|advertising|advertising platforms,0
40000.0,1,12.0,12,fashion,0
100000.0,2,17.0,15,advertising|coupons|local advertising|local based services|network security,0
2000000.0,1,15.0,12,advertising,0
45282384.0,9,19.0,14,biotechnology,0
2600000.0,2,14.0,12,advertising|mobile,0
34623.0,2,12.0,12,advertising|internet|publishing,0
1600000.0,1,16.0,13,mobile,0
9372811.67632733,2,18.0,12,SaaS,0
355000.0,3,18.0,16,travel,0
1000000.0,1,15.0,11,advertising|advertising platforms|mobile advertising,0
25000.0,1,12.0,12,real estate,0
149549.0,2,14.0,12,business development|technology,0
3301958.0,1,16.0,14,advertising|crm|facebook applications|media|social media|twitter applications,0
253000.0,1,21.0,20,analytics,0
2540206.0,3,14.0,12,MarTech,0
256000.0,2,15.0,14,dod/military|e-commerce|internet|marketplaces|mobile,1
550000.0,2,18.0,15,HealthTech,0
8500000.0,2,19.0,18,advertising|internet|marketplaces|publishing,0
28917736.2629051,4,14.0,11,analytics|apps|mobile|tracking,0
225081113.04000014,2,22.0,15,MarTech,0
1540000.0,3,16.0,15,SaaS,0
307954.0,2,17.0,15,MarTech,0
200000.0,1,12.0,12,advertising|apps|mobile,1
2000000.0,1,19.0,19,SaaS,0
8300000.0,2,23.0,13,biotechnology,0
1368157.0,1,16.0,15,MarTech,0
8802628.0,4,16.0,11,advertising|auctions|creative,0
2000000.0,1,13.0,13,MarTech,0
474063.0,1,19.0,12,advertising,0
600000.0,1,15.0,14,advertising|e-commerce,1
30000000.0,3,19.0,16,SaaS,0
2000000.0,1,14.0,11,HealthTech,0
5000000.0,1,24.0,18,advertising|internet|optimization|real time,0
2000000.0,2,17.0,16,AI,0
515000.0,3,14.0,12,advertising,0
225081113.04000014,1,16.0,16,FinTech,0
26000.0,1,14.0,13,advertising|e-commerce,1
600000.0,1,14.0,15,advertising|e-commerce|publishing|social media|social network media,0
700000.0,1,14.0,11,SaaS,0
469008.0,1,16.0,16,e-commerce,0
2300000.0,1,20.0,20,archiving|consulting|image recognition|information technology|intellectual asset management|rim,0
413000.0,2,12.0,11,EdTech,0
19000000.0,2,24.0,18,security,0
2150000.0,3,13.0,11,EdTech,0
5886000.0,2,16.0,11,HealthTech,0
1340000.0,2,13.0,12,EdTech,0
19311.0,1,15.0,16,SaaS,0
46800000.0,4,20.0,17,advertising|mobile,0
4500000.0,1,14.0,11,SaaS,0
5000000.0,1,15.0,14,advertising,0
3850000.0,3,14.0,13,advertising|mobile|real time,0
30000.0,1,11.0,11,digital signage|marketplaces,0
2000000.0,1,18.0,18,advertising|virtual goods,1
55500000.0,3,24.0,19,HealthTech,0
37079200.0,2,21.0,16,biotechnology,0
500000.0,1,18.0,18,blogging platforms|networking|social media|web hosting,0
20000.0,1,12.0,12,SaaS,0
29575000.0,5,21.0,14,SaaS,0
1300000.0,1,14.0,13,advertising,0
18500000.0,2,27.0,19,messaging,0
2000000.0,1,27.0,22,FinTech,0
2195355.0,3,15.0,13,SaaS,0
56464869.0,5,17.0,13,news|social commerce|social media,0
60000.0,1,12.0,11,MarTech,0
11500000.0,7,15.0,13,fashion,0
2300000.0,1,12.0,11,MarTech,0
69247.0,1,12.0,12,leisure|lifestyle|travel & tourism|vacation rentals,0
1230000.0,2,19.0,18,advertising|monetization|video,0
2000000.0,1,77.0,21,business services|consulting|outsourcing,0
1000000.0,1,13.0,11,SaaS,0
3274546.0,2,16.0,13,advertising|incentives|loyalty programs|video|video on demand,0
30000.0,1,14.0,11,SaaS,0
632000.0,2,13.0,11,advertising platforms|apps|monetization,0
2000000.0,1,16.0,13,MarTech,0
100000.0,2,18.0,14,search,0
2000000.0,1,17.0,13,SaaS,0
17807000.0,4,20.0,14,advertising|displays|graphics,0
340000.0,4,14.0,13,mobile|security,0
10000000.0,3,16.0,11,advertising|internet tv|television,0
1000000.0,1,18.0,17,AI,1
89000000.0,4,19.0,12,advertising,0
3496554.0,4,22.0,11,consulting|engineering firms|navigation,0
10000.0,1,12.0,12,MarTech,0
2000000.0,1,13.0,12,MarTech,0
20000000.0,1,19.0,15,SaaS,0
6150000.0,2,19.0,16,advertising,0
6950000.0,2,22.0,18,advertising,0
50000.0,1,17.0,17,advertising,0
100000.0,2,17.0,16,advertising,0
850000.0,3,13.0,11,SaaS,0
31634312.0,7,19.0,12,advertising|media|technology,0
100000.0,1,11.0,11,advertising|advertising platforms|mobile,1
10500000.0,3,13.0,11,MarTech,0
500000.0,1,13.0,14,advertising exchanges|advertising networks|advertising platforms|mobile advertising,0
34075000.0,3,28.0,16,advertising,0
1300000.0,3,16.0,14,advertising|displays|internet|search,0
2000000.0,1,12.0,12,SaaS,0
5700000.0,2,14.0,12,ad targeting|analytics|location based services|mobile,0
2000000.0,2,15.0,14,advertising,0
10250000.0,5,14.0,11,SaaS,0
350000.0,1,12.0,11,SaaS,0
550000.0,1,15.0,13,advertising,0
3118000.0,4,16.0,12,advertising|outdoor advertising,0
809425.0,2,18.0,15,news,0
2973600.0,1,18.0,17,advertising|internet radio market,0
314000.0,1,18.0,17,advertising|startups,0
69522.0,1,13.0,12,advertising|android|ios|mobile advertising,0
2000000.0,3,17.0,13,customer service|e-commerce|machine learning|optimization|personalization|reviews and recommendations,0
4000000.0,1,16.0,13,advertising,0
7200000.0,2,16.0,12,mobile|technology,0
6000000.0,1,12.0,11,MarTech,0
500000.0,1,15.0,15,analytics|mobile advertising|mobile analytics|television,0
49167.0,1,17.0,15,advertising|optimization|real time,0
2000000.0,1,13.0,13,advertising,1
1750000.0,2,13.0,11,advertising|mobile,0
